paymentId,amount,payment_method_type,payment_method,Stripe_VISA_outcome,Stripe_MASTERCARD_outcome,Adyen_VISA_outcome,Adyen_MASTERCARD_outcome,Adyen_ACCEL_outcome,Adyen_STAR_outcome
PAY_1760533751320,960.19,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751322,594.18,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751323,145.54,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533751324,542.29,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751326,967.27,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751327,821.62,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751328,494.26,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751329,845.86,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751331,20.05,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751332,859.35,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751333,754.82,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751335,980.4,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751336,273.96,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751337,462.03,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,fail
PAY_1760533751339,96.24,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751340,390.41,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751341,966.61,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751343,132.58,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751344,512.11,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751345,851.12,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751347,189.71,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751348,78.75,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751349,980.2,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533751351,962.21,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1760533751352,502.4,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1760533751353,88.75,['CARD'],['VISA'],success,success,success,success,fail,success
PAY_1760533751354,771.08,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751356,98.21,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751357,82.61,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751358,581.02,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751360,635.15,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533751361,235.39,['CARD'],['MASTERCARD'],fail,success,success,success,success,success
PAY_1760533751362,120.05,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751363,899.28,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751365,744.89,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751366,845.37,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751367,50.91,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533751369,714.48,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751370,313.34,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751371,942.27,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751373,372.66,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751374,572.96,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751375,733.99,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751377,203.45,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533751378,955.89,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751379,430.18,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751381,50.65,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751382,800.77,['CARD'],['VISA'],success,success,success,fail,fail,success
PAY_1760533751383,541.51,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751385,786.72,['CARD'],['MASTERCARD'],success,success,fail,success,fail,success
PAY_1760533751386,371.57,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751387,425.89,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751388,628.87,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751390,14.4,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751391,272.42,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751392,602.78,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751394,875.32,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751395,76.17,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751396,83.45,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751398,739.18,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1760533751399,969.76,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751400,679.06,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751402,940.59,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751403,840.39,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751404,510.38,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751405,345.27,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751407,601.53,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751408,191.97,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751409,350.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751411,199.02,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751412,504.89,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751413,13.6,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751415,860.46,['CARD'],"['VISA', 'ACCEL', 'STAR']",fail,success,success,success,success,success
PAY_1760533751416,811.68,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533751417,340.51,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751419,666.23,['CARD'],['MASTERCARD'],success,fail,success,success,success,success
PAY_1760533751420,112.61,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751421,104.86,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751423,142.21,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751424,294.27,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533751425,815.76,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751426,798.38,['CARD'],['MASTERCARD'],fail,success,success,success,success,success
PAY_1760533751428,831.12,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751429,502.2,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751430,464.88,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751432,678.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751433,123.75,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751434,816.0,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751436,671.97,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751437,881.11,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751438,589.15,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751440,718.29,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751441,687.94,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751442,870.99,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533751444,205.88,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751445,960.2,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533751446,195.71,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751448,643.98,['CARD'],['MASTERCARD'],success,success,success,success,success,fail
PAY_1760533751449,666.03,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751450,420.0,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751452,404.13,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533751453,542.73,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751454,693.32,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751456,107.2,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751457,154.99,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533751458,65.96,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751459,355.09,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751461,371.05,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751462,609.53,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751463,236.47,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",fail,success,success,success,success,success
PAY_1760533751465,172.77,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751466,890.5,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751467,170.3,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751469,616.94,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751470,732.69,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751471,767.65,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751472,219.49,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751474,40.52,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533751475,41.93,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751476,329.03,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751478,53.68,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,fail
PAY_1760533751479,193.34,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533751480,852.74,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751482,222.69,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751483,559.98,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751484,643.03,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751486,548.58,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751487,39.46,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751488,554.12,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751490,267.65,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751491,908.11,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751492,5.89,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751494,672.36,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751495,877.51,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533751496,60.09,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751497,967.8,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751499,425.36,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533751500,419.48,['CARD'],"['VISA', 'ACCEL', 'STAR']",fail,success,success,success,success,success
PAY_1760533751501,63.99,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751503,122.67,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533751504,14.83,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751505,247.99,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751507,51.0,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751508,945.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533751509,510.28,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751511,40.15,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751512,241.96,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533751513,280.45,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751515,486.71,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751516,799.61,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751517,933.4,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751518,581.46,['CARD'],['MASTERCARD'],fail,success,success,success,success,success
PAY_1760533751520,530.56,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751521,30.87,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751522,381.74,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751524,851.42,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,fail
PAY_1760533751525,428.53,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1760533751526,179.6,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751528,940.1,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751529,106.28,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533751531,943.66,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751532,268.6,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751533,854.45,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751535,335.26,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751536,124.83,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751537,823.19,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751538,82.72,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751540,989.35,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751541,365.13,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533751542,920.96,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751544,49.23,['CARD'],['VISA'],fail,success,success,success,success,success
PAY_1760533751545,826.58,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751546,464.92,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751547,869.9,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751549,108.42,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751550,611.79,['CARD'],['VISA'],success,fail,fail,success,success,success
PAY_1760533751552,98.3,['CARD'],['MASTERCARD'],success,success,fail,fail,success,success
PAY_1760533751553,777.9,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533751554,924.06,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1760533751556,903.81,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751557,440.51,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751558,460.53,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751560,861.04,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751561,894.91,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751562,268.4,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751564,799.59,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751565,303.9,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751566,666.81,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751568,885.06,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751569,664.64,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751570,780.59,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751572,732.38,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751573,499.64,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533751575,358.27,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751576,406.45,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751577,881.31,['CARD'],['MASTERCARD'],success,success,success,success,success,fail
PAY_1760533751579,312.05,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,success,success,success,fail
PAY_1760533751580,821.37,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751581,411.62,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751583,312.23,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751584,56.11,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751586,83.97,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1760533751587,862.99,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751588,739.86,['CARD'],['VISA'],success,success,success,success,fail,success
PAY_1760533751590,10.71,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751591,646.51,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533751592,476.34,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751594,760.62,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751595,644.42,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751597,886.73,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751598,635.08,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751599,472.2,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533751601,17.59,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,fail
PAY_1760533751602,204.87,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,fail,success,success
PAY_1760533751603,219.94,['CARD'],['MASTERCARD'],success,fail,success,success,success,success
PAY_1760533751605,239.3,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751606,63.82,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751607,466.11,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751609,773.7,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751610,874.54,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751611,115.28,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533751613,112.75,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751614,276.8,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751615,175.37,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751617,616.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751618,767.77,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533751619,519.6,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1760533751621,853.19,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751622,881.23,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751624,944.66,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,fail
PAY_1760533751625,914.14,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751626,541.34,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533751628,777.11,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1760533751629,279.49,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751630,672.37,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533751632,678.87,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751633,708.6,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751634,877.31,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751636,909.2,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751637,780.36,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751639,878.67,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751640,96.27,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751641,51.35,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533751643,586.08,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751644,167.82,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751645,952.42,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751647,448.25,['CARD'],['MASTERCARD'],success,success,success,success,success,fail
PAY_1760533751648,200.07,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533751649,477.49,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533751651,474.14,['CARD'],['MASTERCARD'],success,fail,success,success,success,success
PAY_1760533751652,48.3,['CARD'],['MASTERCARD'],success,success,fail,success,success,fail
PAY_1760533751654,685.46,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533751655,534.6,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
