paymentId,amount,payment_method_type,payment_method,Stripe_VISA_outcome,Stripe_MASTERCARD_outcome,Adyen_VISA_outcome,Adyen_MASTERCARD_outcome,Adyen_ACCEL_outcome,Adyen_STAR_outcome
PAY_1760533748077,987.48,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748078,261.89,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1760533748080,322.99,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748081,127.28,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748082,356.79,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748084,814.98,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748085,702.15,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1760533748086,859.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748088,866.66,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533748089,532.25,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748090,339.63,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748092,136.06,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533748093,209.56,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1760533748095,967.23,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748096,406.37,['CARD'],['MASTERCARD'],success,success,success,success,success,fail
PAY_1760533748097,737.69,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748099,604.35,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533748100,812.28,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533748102,416.39,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748103,961.77,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533748104,996.96,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533748106,909.86,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748107,302.73,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748108,85.38,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748110,347.84,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533748111,852.11,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748113,335.73,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748114,118.37,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748115,795.32,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748117,452.16,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748118,24.59,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748119,251.44,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748121,517.99,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1760533748122,103.05,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748123,479.79,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533748125,822.99,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748126,420.72,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748127,141.2,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748129,618.63,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748130,140.06,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533748132,884.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748133,567.92,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1760533748134,354.4,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748136,294.35,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533748137,625.84,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533748138,721.53,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533748140,899.49,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533748141,452.94,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748142,193.84,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1760533748144,984.83,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748145,859.5,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533748147,787.26,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748148,976.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533748149,693.81,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748151,128.16,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533748152,965.66,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,fail
PAY_1760533748153,610.83,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748155,87.09,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1760533748156,8.49,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748157,166.89,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748159,679.45,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748160,861.83,['CARD'],['VISA'],fail,success,success,success,success,success
PAY_1760533748161,144.31,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748163,391.15,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533748164,195.78,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748166,93.69,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533748167,975.66,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748168,769.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748170,636.98,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748171,931.49,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748172,856.19,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748174,825.86,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748175,296.93,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748176,348.51,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748178,733.55,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748179,446.75,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533748180,296.3,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748182,859.36,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748183,586.75,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533748184,451.73,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1760533748186,576.78,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748187,834.58,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",fail,success,success,success,success,success
PAY_1760533748188,861.97,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748190,215.07,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748191,784.16,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748193,679.61,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1760533748194,653.59,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748195,493.3,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748197,935.32,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748198,623.71,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748199,118.34,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748201,645.68,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748202,128.43,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748203,245.13,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748205,789.02,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748206,986.71,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748207,230.17,['CARD'],"['VISA', 'ACCEL', 'STAR']",fail,success,success,success,success,fail
PAY_1760533748209,390.45,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533748210,723.84,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748211,396.1,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748213,841.14,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748214,315.09,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748216,6.42,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748217,445.6,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748218,193.9,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748220,396.03,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1760533748221,662.53,['CARD'],['MASTERCARD'],success,fail,success,success,success,fail
PAY_1760533748223,609.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748224,886.66,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748225,474.15,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748227,498.7,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1760533748228,979.56,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748229,596.68,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748231,877.63,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748232,547.62,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748233,23.22,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748235,643.65,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748236,366.49,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1760533748237,92.0,['CARD'],['VISA'],success,success,success,success,fail,fail
PAY_1760533748239,622.21,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1760533748240,593.89,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748241,345.38,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748243,779.3,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748244,147.62,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533748246,252.81,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748247,574.89,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1760533748248,691.54,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748250,776.34,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748251,551.26,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533748252,329.69,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1760533748254,647.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748255,202.81,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748256,703.15,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748258,516.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748259,417.64,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748260,800.17,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748262,474.86,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748263,907.82,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748264,880.88,['CARD'],['VISA'],success,fail,success,success,success,success
PAY_1760533748266,52.09,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748267,148.12,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1760533748269,405.06,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748270,53.3,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748272,80.62,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748273,886.66,['CARD'],['VISA'],success,fail,success,success,success,success
PAY_1760533748274,406.6,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748276,104.43,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1760533748277,197.96,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1760533748278,858.02,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1760533748280,144.57,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748281,462.22,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1760533748282,710.13,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1760533748284,389.15,['CARD'],['VISA'],success,success,fail,success,success,fail
PAY_1760533748285,272.29,['CARD'],['MASTERCARD'],success,success,success,success,success,success
