paymentId,amount,payment_method_type,payment_method,Stripe_VISA_outcome,Stripe_MASTERCARD_outcome,Adyen_VISA_outcome,Adyen_MASTERCARD_outcome,Adyen_ACCEL_outcome,Adyen_STAR_outcome
PAY_1761208693972,346.28,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208693973,459.27,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693975,955.03,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693976,346.08,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693977,984.84,['CARD'],['VISA'],success,success,success,success,fail,success
PAY_1761208693979,394.02,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1761208693980,830.38,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693981,468.0,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208693983,276.16,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693984,623.36,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208693985,12.45,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208693987,129.45,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208693988,513.43,['CARD'],['MASTERCARD'],fail,success,success,success,success,success
PAY_1761208693990,251.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693991,477.91,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208693992,838.6,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693994,862.0,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208693995,389.07,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208693996,493.9,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208693998,138.92,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208693999,815.37,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694001,388.81,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694002,30.22,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1761208694003,888.91,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1761208694005,919.6,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694006,500.12,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694007,659.03,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694009,493.84,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694010,986.72,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694011,756.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694013,91.51,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694014,441.28,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1761208694015,906.45,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694017,839.17,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694018,386.71,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1761208694019,818.08,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694021,425.44,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694022,947.73,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694023,980.31,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1761208694025,5.58,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694027,23.22,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694028,848.72,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694029,371.34,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1761208694031,622.05,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694032,628.57,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694033,325.8,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694035,810.46,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694036,591.16,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694037,320.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1761208694039,81.3,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694040,217.02,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694041,610.67,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694043,34.05,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1761208694044,553.87,['CARD'],['VISA'],success,success,success,success,fail,success
PAY_1761208694045,335.13,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1761208694047,148.44,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694048,418.61,['CARD'],['MASTERCARD'],success,success,success,success,fail,success
PAY_1761208694049,937.53,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1761208694051,795.82,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694052,417.92,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694054,207.23,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694055,296.33,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694056,146.59,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694058,467.5,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694059,799.47,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694060,424.41,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694062,437.87,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694063,179.56,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694064,738.84,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694066,952.22,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694067,713.52,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694068,228.2,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694070,794.54,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694071,218.13,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694072,566.41,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694074,483.94,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694075,126.2,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694076,781.53,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694078,776.26,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694079,222.41,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694081,167.92,['CARD'],['MASTERCARD'],fail,success,success,success,fail,success
PAY_1761208694082,177.49,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694083,223.22,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694085,967.21,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694086,820.5,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694087,671.24,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694089,191.57,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694090,758.43,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694091,361.33,['CARD'],['VISA'],success,success,success,fail,fail,success
PAY_1761208694093,826.47,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1761208694094,320.31,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694095,864.24,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail
PAY_1761208694097,610.76,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694098,331.91,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694100,160.98,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694101,959.03,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694102,235.35,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694104,25.71,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694105,317.41,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694107,801.55,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694108,502.5,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694109,646.47,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694111,370.14,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",fail,success,success,success,success,success
PAY_1761208694112,384.09,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694113,660.26,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694115,586.59,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694116,152.3,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694117,356.31,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694119,501.75,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694120,72.49,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694121,641.84,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694123,173.89,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694124,778.51,['CARD'],"['VISA', 'ACCEL', 'STAR']",fail,success,success,success,success,success
PAY_1761208694125,893.09,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694126,655.22,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1761208694128,825.49,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694129,16.9,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694130,9.39,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694132,462.95,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694133,186.09,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694135,16.0,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694136,232.34,['CARD'],['VISA'],success,success,fail,success,success,success
PAY_1761208694137,755.75,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694139,164.41,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694140,497.89,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1761208694142,237.32,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694143,275.9,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694144,148.89,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694146,934.78,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694147,955.86,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694148,679.62,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1761208694150,769.37,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694151,474.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694152,166.99,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1761208694154,755.73,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,success
PAY_1761208694155,106.53,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694156,389.6,['CARD'],['VISA'],success,success,success,success,success,fail
PAY_1761208694158,408.09,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694159,476.64,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694160,880.44,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694162,962.22,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694163,307.95,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694164,7.81,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694166,189.96,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694167,884.69,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694168,861.35,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694170,830.8,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694171,638.87,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694173,913.44,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694174,883.34,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694175,918.08,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694177,454.43,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694178,34.23,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694179,550.93,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694181,250.41,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694182,992.27,['CARD'],['VISA'],success,success,success,fail,success,success
PAY_1761208694183,679.97,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694185,787.61,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694186,393.28,['CARD'],['MASTERCARD'],fail,success,success,success,success,success
PAY_1761208694188,409.36,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694189,874.31,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694191,763.16,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694192,593.37,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694193,281.41,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694195,383.85,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694196,585.13,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694197,644.31,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694199,977.26,['CARD'],['VISA'],fail,success,success,success,success,success
PAY_1761208694200,670.84,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694201,680.29,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694203,885.7,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694204,450.67,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694205,288.13,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694207,710.6,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694208,355.47,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694209,79.75,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694211,369.48,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694212,984.3,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694214,364.31,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694215,223.41,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694216,102.55,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694218,527.61,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694219,606.81,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694220,423.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694222,892.21,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694223,104.26,['CARD'],['VISA'],fail,success,success,success,fail,success
PAY_1761208694224,814.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694226,816.19,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694227,805.46,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694228,24.52,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694230,911.86,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694231,875.15,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694233,194.45,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694234,395.25,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694235,527.27,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694237,793.05,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694238,941.56,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694240,479.82,['CARD'],['VISA'],success,success,success,success,fail,success
PAY_1761208694241,31.14,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694242,879.37,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694244,499.15,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694245,192.07,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694246,750.47,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694248,594.25,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694249,200.94,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694250,658.14,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,fail,success,success,success,success
PAY_1761208694252,431.11,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694253,233.36,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694254,324.72,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694256,519.27,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694257,120.28,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694259,186.88,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694260,939.73,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694261,21.95,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694263,81.5,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694264,912.51,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success
PAY_1761208694265,726.7,['CARD'],['MASTERCARD'],success,success,success,fail,success,success
PAY_1761208694267,145.18,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694268,285.64,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694269,177.91,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694271,839.39,['CARD'],['VISA'],success,fail,success,success,success,success
PAY_1761208694272,783.18,['CARD'],['MASTERCARD'],success,success,fail,success,success,success
PAY_1761208694274,291.88,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694275,200.92,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694276,209.66,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694278,324.16,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694279,768.13,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694281,243.75,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694282,248.47,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694283,467.53,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694285,207.14,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694286,889.79,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694287,212.2,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694289,911.7,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success
PAY_1761208694290,340.42,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694291,501.6,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694293,530.53,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694294,737.44,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694296,383.45,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694297,578.09,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694298,204.41,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694300,195.42,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694301,575.1,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694302,988.35,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694304,714.65,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694305,844.67,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694307,568.05,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694308,85.4,['CARD'],['VISA'],success,success,success,success,success,success
PAY_1761208694309,136.76,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694311,527.37,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694312,793.1,['CARD'],['MASTERCARD'],success,success,success,success,success,success
PAY_1761208694313,402.84,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success
PAY_1761208694315,239.31,['CARD'],['VISA'],success,success,success,success,success,success
